"user_id","energy","liveness","tempo","speechiness","acousticness","instrumentalness","danceability","loudness","valence","mffc1.mean","mffc2.mean","mffc3.mean","mffc4.mean","mffc5.mean","mffc6.mean","mffc7.mean","mffc8.mean","mffc9.mean","mffc10.mean","mffc11.mean","mffc12.mean","mffc1.variance","mffc2.variance","mffc3.variance","mffc4.variance","mffc5.variance","mffc6.variance","mffc7.variance","mffc8.variance","mffc9.variance","mffc10.variance","mffc11.variance","mffc12.variance"
"User_352913",0.2848866667,0.11514,115.9538666667,0.0380666667,0.6950666667,0.0447130933,0.5022,-12.9792,0.2494333333,40.4766402216,-36.179625456,-34.038719309,-25.3243878044,14.1920800433,-20.3512136171,-10.4107572179,-6.0370637668,-5.9819329965,-3.4877310209,-9.2893966765,1.7947919989,55.027206112,3395.1586714995,2018.4990203878,1990.2010835593,712.5251590407,751.749785753,572.0445940151,568.5243490783,302.5535338329,309.3691693328,301.3451041107,182.7236905839
"User_524208",0.5115,0.1073,103.2545,0.0392,0.4945,0.3285,0.6785,-13.342,0.565,41.7972479363,-20.1508417033,-54.3563031718,-8.940280861,7.2569882553,-22.0376094449,-6.6428581628,-19.1991559293,1.0805244145,1.3618968634,-10.1455343579,2.1705490369,22.2467981909,2332.2148531895,711.527098483,1396.2792639717,419.1117663073,1012.136221739,274.0308132139,577.0545046641,190.4930714649,415.5828678683,296.476160495,123.1354471515
"User_589210",0.4670526316,0.1322105263,111.3161578947,0.0326421053,0.3544526316,0.0375657921,0.546,-8.4695789474,0.4054210526,46.0971912609,11.4711565692,-8.462648231,-15.6042331775,21.2685678733,-23.5689107471,-4.9817698682,-3.5822381909,-7.7643956445,-1.2850595404,-9.5478525229,-0.5088376096,47.6081986316,2599.8570711821,1555.4160085662,1577.5869813685,724.1766548448,700.9219133828,555.1605334046,601.2639729629,296.7702575199,302.1007391424,278.4884213191,231.3766520781
"User_490316",0.207,0.257,112.994,0.0312,0.882,0,0.627,-13.14,0.415,42.8389172932,-12.8174962406,-37.941174812,-37.5604003759,41.3199417293,-20.9722706767,-7.9821296992,0.8966860902,-16.5081052632,-3.5480996241,-10.8862894737,2.9434680451,28.2802167389,1131.5649929435,2128.7470457302,1373.4149584364,522.2770928648,525.0459338211,721.2679310773,382.90283747,187.135097778,223.7716070466,258.741288029,240.264412257
"User_395209",0.5591428571,0.1781142857,121.3765714286,0.0427142857,0.5392857143,0.0010760143,0.5274285714,-8.3318571429,0.4886,46.2929291429,17.1996129951,2.5570638246,-9.2643888738,28.6296487485,-21.1418644724,-5.5373045526,-3.0872083234,-2.6066995054,-0.6604151931,-8.6381609168,4.9690847664,46.2253691175,2508.9083936303,2170.0704108764,1780.0343933227,695.4755162488,660.1471216615,742.5867640352,516.3911951479,317.4307268202,280.7111472036,295.917675359,249.3299366263
"User_376824",0.1792625,0.1291625,119.126,0.035575,0.722025,0.0695344875,0.438875,-15.00475,0.21725,38.5962046649,-31.6805827656,-26.6353271619,-23.4715220956,18.4514961628,-21.5665809762,-10.7637704124,-5.2060916524,-4.4041814687,-2.6366940131,-7.9704788032,4.9926463428,52.1099237113,2911.1850185604,1705.2063761782,1577.0627834393,727.2755052854,654.6530835716,528.3299617165,492.2569157214,276.6351182593,253.7086673254,254.8969425763,173.478337
"User_370586",0.4905,0.09635,117.70925,0.1026,0.5298,0.333225,0.5655,-11.41375,0.284225,44.035382605,-31.4942926497,14.7396024888,8.7101017873,30.6491809591,-22.5946338333,-2.3147446947,1.079059478,-3.117406164,-2.5599190212,-9.5421741595,0.625005498,32.2591601204,2124.4562125342,1757.0320033134,1717.9815890997,845.0688481089,686.285800971,582.1970133639,553.5978705392,284.0800523223,281.3404884641,272.5021449727,259.6513607719
"User_155038",0.3722105263,0.1264947368,117.5599473684,0.0358263158,0.5062531579,0.0105207874,0.5515263158,-10.6983684211,0.3982105263,42.580064471,-8.7465282867,-22.773492732,-16.7214093971,13.9630479767,-18.6091657172,-7.8727280124,-5.0953898264,-5.3854419901,-0.5672206141,-10.7587495713,0.8955108737,52.8996110167,3051.3247957071,1970.6827775485,2022.0555415511,702.2568151898,868.0715374507,503.2326689559,602.6015122479,278.4628573892,333.9484277672,331.182276067,182.6814241491
"User_53876",0.5561428571,0.2085142857,118.657,0.0680428571,0.3716828571,0.1181105714,0.4898571429,-8.8024285714,0.3845428571,45.4602150918,5.295049856,-4.3707161565,-7.3738992738,15.8670452374,-19.5813737111,-5.5122825326,-5.0480378837,-3.2421083459,-3.9971399008,-10.3382864015,-1.2236026815,49.16425571,3202.6257184767,2338.9554144241,1628.0891220896,789.8326748689,884.1947542311,474.8795487468,497.4018039506,248.2979730379,314.5093137159,285.0661052187,191.7197678657
"User_135706",0.3014166667,0.1877611111,129.5782222222,0.0349333333,0.8009444444,0.14695519,0.4438333333,-12.8976666667,0.4350055556,41.040962218,-22.3821813383,-6.4068074928,-11.5357962292,31.0508291644,-21.7953994419,-9.9122279733,-7.4660797924,-1.9604809105,-0.5394860644,-9.1697125595,2.3376220235,43.9537817975,3557.8336005039,1563.0553198198,1693.7862084275,718.7305144435,776.8407089688,484.778703692,477.5065911938,255.8665117856,280.6659380108,272.0449094818,187.5158122209
