user_id,energy,liveness,tempo,speechiness,acousticness,instrumentalness,danceability,loudness,valence,mffc1-mean,mffc2-mean,mffc3-mean,mffc4-mean,mffc5-mean,mffc6-mean,mffc7-mean,mffc8-mean,mffc9-mean,mffc10-mean,mffc11-mean,mffc12-mean,mffc1-variance,mffc2-variance,mffc3-variance,mffc4-variance,mffc5-variance,mffc6-variance,mffc7-variance,mffc8-variance,mffc9-variance,mffc10-variance,mffc11-variance,mffc12-variance,relax
User_656101,0.1870666666666667,0.12933333333333333,97.791,0.03783333333333334,0.8956666666666666,0.8416666666666667,0.16833333333333333,-20.852666666666668,0.069,35.25984826698133,-82.6884829878962,-1.1716868112476397,-25.58409148541774,29.17539484401981,-35.65576887775992,-8.365811947700186,-0.4209802972144389,1.1731406276496081,-0.8444912296108358,-4.276383604519907,-4.737333222584874,44.676885608756784,2792.1257079480815,2244.354555600926,742.3894539636916,819.2275753358668,217.91895075231318,455.3187168497072,240.76769853757037,251.9368390940807,146.14482952923464,96.93055273809212,187.06192083747897,1
User_740705,0.16022,0.13504,105.36800000000001,0.040010000000000004,0.8419000000000001,0.45365671599999996,0.3566,-17.5804,0.16659,36.93868048505841,-45.150030069338364,33.37294611154918,-5.002277089871127,40.546991164048436,-24.989703497172545,-6.408131857034066,0.5422582231299656,-3.1628378163960353,-2.81819838455822,-5.141327506607707,4.992090973406864,44.60134818664433,3772.405122884048,2024.8482534022926,1670.9382851172697,935.5552106665798,402.15379199913,849.7257322724641,359.7455709427714,352.2842131047385,187.09599031293553,231.6546805930725,285.44540360995194,1
User_131261,0.4627777777777778,0.15561111111111112,113.53244444444445,0.04786666666666667,0.5555222222222223,0.5577954444444445,0.45211111111111113,-11.78111111111111,0.29646666666666666,43.491629778819025,-39.0626625425933,18.42195711164672,-9.891837421570592,23.632239946586285,-26.81237156259775,2.700433389903231,-0.5299741982371184,-10.852431489342816,-5.236037981537251,-5.844699864085018,0.36748356388698,48.46167007604249,2475.6884232149223,2028.218184210185,1196.4893321944926,818.6548799958632,512.6468675068065,635.8619453177824,330.904426380759,300.37507575057197,204.72539229524716,174.32226925599792,202.8340906945549,1
User_422324,0.2470625,0.1361875,128.487125,0.0408125,0.850175,0.7026,0.298,-17.917125,0.119575,36.67559253857753,-87.20709133434387,23.840205864734887,-0.11552592006204238,32.14664643137038,-27.732928629222567,-4.2954874684957955,1.4131435938255357,-7.004731693969779,-4.709707757682748,-3.6879002028921235,4.239649463429804,43.10829768026241,2571.587115569713,1510.6754763450701,1255.8473546395055,639.0853009481077,372.64956671133274,571.8019987863408,253.93966668505232,273.17073305309185,143.8234142482516,158.27805798925147,226.69778625396205,1
User_274174,0.08095,0.08510000000000001,145.946,0.0421,0.5609999999999999,0.673,0.25,-19.06,0.07505,31.407388155499,-35.548824430837925,17.913661910466292,-14.252996454987395,24.542544884257275,-29.504753423131035,3.70144869730985,7.301917115555671,-7.314100155809423,0.22112517983750468,-6.281489315214602,-2.3444747570825633,136.92344655007935,6188.458617015534,4462.035926648644,1695.5798099077851,2377.603310254781,441.43488776881907,737.4340247416916,358.2297903082042,375.1396074485325,215.7970604555097,168.01905269083352,367.8134796207874,1
User_449739,0.4446,0.11693,129.82350000000002,0.04022,0.513,0.53453321,0.44510000000000005,-11.6181,0.20926,42.494314523144354,-31.509862267982992,7.409339643194423,-9.679978825984145,17.37316625120527,-26.10143578810916,-5.2763340760463775,-2.785257389474287,-6.820384290846026,-3.628948799579702,-5.608804768285861,0.862615329309645,54.53504304621138,3465.0628528143206,1647.3764949917095,1088.7185907542794,703.8336097163368,500.5111627403682,427.94463411832055,432.89742834825876,278.53677565211626,234.25154417138236,192.70223832258552,183.03740143013127,1
User_66687,0.5704250000000001,0.2741125,115.911625,0.093225,0.389671375,0.6942,0.393,-11.99675,0.22175,43.578237698774934,-21.554934502448145,6.182590150016651,-11.211296975862666,11.373723942093086,-29.827206547575457,3.0818619958016122,-5.922177803530399,-4.593152341402667,-3.262292598130799,-8.228033323956351,-1.7856539100900326,49.29462817264108,3714.769887384554,1731.827537472098,919.1985568167977,900.9427716130981,460.48850913813243,543.5952953268009,352.62971109732354,320.0546494518052,203.2787733256424,151.35585706031853,178.69641823395537,1
User_1045776,0.59,0.0896,90.044,0.0269,0.61,0.737,0.508,-8.078,0.0769,45.92055024711697,-38.02332784184514,40.043443163097194,-3.5745617792421744,28.408265238879736,-24.820388797364085,-1.749135090609555,1.505301482701812,-5.338884678747941,-5.979105436573311,-4.789970345963757,-3.2886128500823726,98.24319026438525,7029.391104504553,604.9347763626884,694.0636101244773,986.0244268519745,322.8069951093132,433.3523620939316,241.44042924064138,185.58721122760315,141.8974549327592,105.5532194842677,118.58652598023065,1
User_368262,0.24185,0.21781666666666666,114.96083333333333,0.21276666666666666,0.9055,0.5196542333333334,0.38033333333333336,-22.71066666666667,0.25584999999999997,30.994364790484255,-63.15790112053569,-5.2670940337669325,-9.04353125284827,24.497767462730422,-24.57191573409301,-9.556674228873499,5.743212436513658,-13.59760855680699,-2.3527365954614248,-6.782484512692879,1.2293801481866247,49.260425276349594,4088.437009091828,2163.398854526921,1806.660155207613,803.2979597839367,663.0240962031041,499.44910152018315,557.8631117089433,320.45967523460104,281.5936336339626,269.70072604560625,203.75102975439486,1
User_511632,0.2942723529411765,0.18728235294117646,111.90976470588237,0.03682941176470588,0.7635582352941176,0.6355116835294118,0.4248823529411765,-16.15323529411765,0.21271176470588235,38.11469127937331,-72.72819860077404,13.48110514223749,0.39217121203984967,31.32284429616665,-25.235735348292188,0.6358216160170237,2.514896056561323,-11.223433905543398,-3.84845620761834,-5.742689836209508,-0.08383950317101724,51.403500626505235,3068.344973333914,1844.032730357261,1410.3901667715563,774.9566200744484,562.7807196210682,510.5060821071158,397.07732504682997,298.21709105033443,195.85452655025088,185.30283251096088,198.06609488370674,1
