"user_id","energy","liveness","tempo","speechiness","acousticness","instrumentalness","danceability","loudness","valence","mffc1.mean","mffc2.mean","mffc3.mean","mffc4.mean","mffc5.mean","mffc6.mean","mffc7.mean","mffc8.mean","mffc9.mean","mffc10.mean","mffc11.mean","mffc12.mean","mffc1.variance","mffc2.variance","mffc3.variance","mffc4.variance","mffc5.variance","mffc6.variance","mffc7.variance","mffc8.variance","mffc9.variance","mffc10.variance","mffc11.variance","mffc12.variance"
"User_316099",0.5525,0.38775,102.33025,0.149675,0.379125,2.733e-05,0.7265,-7.66325,0.629,45.3748990518,21.9799083697,-20.5358903448,-6.4910557752,22.8939813801,-13.316928286,-8.9834465419,1.338606132,-12.7318482896,-0.3091160155,-14.3508722106,0.7259649499,46.9465054429,3276.1259185351,2305.6376949193,2989.3442211889,770.7225083085,1051.2822571668,614.8928961319,920.3559475935,327.8518196339,450.6584394594,445.8983375405,215.0794000951
"User_1134468",0.583,0.262,87.99,0.268,0.239,0,0.839,-5.941,0.564,45.7418134715,18.2570932642,-43.3742327905,-2.6635784604,11.3323060696,-11.3976606218,-23.4032161362,-2.9930555144,-0.7374389341,2.5033782383,-18.0256095485,1.1803071799,27.3648235579,2724.377985473,1844.2254272116,3221.9620872947,1235.259320151,2018.481920348,673.0404985064,1010.1740268129,304.5224675155,473.3211085714,578.9535921226,202.0743942418
"User_979721",0.424,0.143,91.72,0.0489,0.28,0,0.576,-7.49,0.441,45.4682189586,30.2767423231,-3.1725500668,-14.2982870494,15.1718464619,-10.9986662216,10.7919078772,2.7373991989,-4.9501014686,-3.6539639519,-15.8901268358,6.5252643525,36.2440013932,2642.8726329081,1918.7958059564,2534.8196623841,1102.5959863654,1178.490353958,596.8804518725,607.0686747482,228.446012995,301.3312827781,483.5379022633,429.8726751707
"User_1185586",0.469,0.18105,95.7335,0.0633,0.415245,0.48185,0.7055,-9.153,0.4925,43.7341784959,-11.5664949152,-31.4259311226,16.0990185836,28.6089996848,-17.4703419976,0.1459860008,-11.81692608,-2.686021472,-1.6312134424,-14.2809655281,-1.2154880243,32.8553489367,4565.2757957877,2945.0396819848,3223.4998382976,639.8578572688,1476.4490659981,712.5959296697,720.879106248,314.0365518569,353.7832027658,432.2627222532,204.9438558681
"User_1071081",0.846,0.0817,188.017,0.068,0.165,2.39e-06,0.69,-8.149,0.962,48.4135640394,74.8162598522,13.793520936,11.755182266,36.0808916256,-15.8513226601,-4.9926761084,6.0803559113,-0.1275751232,6.177682266,-13.4805406404,-1.9202253695,10.5257466087,988.8215413467,1395.8260867579,1787.5404956807,731.3081936726,1166.9949357207,646.220690641,353.2121628386,271.8176014111,250.9717699113,304.7222712548,265.0406807987
"User_269666",0.778,0.306,103.9085,0.19475,0.155745,0.0002778,0.5695,-4.575,0.4845,51.2343778535,37.8635455003,14.1618750404,-6.4109971698,18.9716660969,-20.7821982708,-0.2453206586,0.1823181678,-8.2509721512,1.1090541833,-10.9473527246,0.373093799,23.4846848373,3589.475616524,2594.2025637071,1934.1285768869,1157.8259830696,741.8743889264,437.3041999866,699.8670314077,264.692479722,344.6819324928,301.0023714601,198.1534201016
"User_631953",0.331,0.1196714286,118.9368571429,0.0487142857,0.6514285714,0.0094738,0.6405714286,-10.8174285714,0.437,42.1756386687,-15.8609550428,-0.2863954622,-6.352073524,29.9163841756,-12.924684671,-8.0737106828,-4.3025290553,-6.4161288433,-2.3251562852,-11.373060774,2.3275183355,55.5075923226,4180.8318832653,2400.1673930484,2873.8878050854,901.4465940637,1166.5567390637,654.6726149721,736.4083024181,310.4540526013,411.1760756158,451.7735622639,203.4272274475
"User_46831",0.4032857143,0.1781428571,102.497,0.0778857143,0.5762857143,0.1110475571,0.6885714286,-10.1271428571,0.6211428571,44.4672721409,1.6548476757,-9.5237785248,-6.7172734261,29.2673528135,-12.6844486404,-10.2327219895,-5.2718247492,-9.1998311404,-1.6191017021,-9.5248635392,6.8622702254,40.4041067351,2727.3511193834,1894.9022147605,2162.9370498384,695.8187800784,1227.9678927747,733.9611639989,689.7338799004,287.8366906523,398.0477566932,382.4040905064,237.1577306739
"User_351140",0.6443333333,0.1149333333,92.268,0.2092666667,0.2135133333,0.0005970967,0.6296666667,-9.6513333333,0.4903333333,44.8163791068,38.455305721,-48.8573660694,-21.6687779922,17.9260143488,-16.0542265613,-14.5963766119,5.9715330749,-1.7992070281,4.2088617112,-16.5839606553,-2.3397614089,35.9560127825,1812.2384602919,1785.1693588978,1972.7412778527,768.2823188807,1078.0766250012,568.7560554725,817.2992945277,390.1367460679,395.200502496,412.6445138202,243.479248101
"User_210900",0.6745416667,0.1593958333,111.1481666667,0.0590625,0.2336621667,0.0391056767,0.6984166667,-6.37025,0.6217083333,48.0987139121,26.1685185297,-5.29246468,-0.4213763295,24.8331452252,-20.5628288174,-1.025035112,-1.3283719186,-6.1918469523,0.0187273584,-11.0971701968,-0.6043903479,34.7235282605,2926.4886102586,2259.1655510313,2105.5814304845,839.7857872382,1080.621392651,624.7536442803,678.1606831395,314.1293494836,389.613821943,386.7599074947,211.9315848784
"User_341271",0.3542,0.11832,101.855,0.1438,0.609928,0.057986786,0.5726,-11.6566,0.3846,42.1803859878,2.5622259871,-19.9016006893,-19.2535070083,35.2634213317,-14.6982803768,-19.8013036124,-4.081302699,-2.895200669,0.4547891931,-12.6940979153,-1.6511078015,51.417865529,3198.3123018373,2168.4272107862,3363.1608485256,919.6662143944,1167.2302582999,693.2054679274,789.3755079334,338.4587259769,434.0146905778,483.0541133304,223.2011144698
"User_1199916",0.556,0.156,132.565,0.1007,0.0327,2.035e-05,0.5935,-5.8655,0.216,48.6613711195,19.597273904,-15.9703294686,-12.0832099147,28.6208474506,-23.2585267671,4.8470570657,-5.936495613,1.157199518,-0.0155764726,-16.1861006084,-6.8694046268,34.3471111903,3918.2120422715,2409.1934693077,2940.6782943142,1058.1818596705,1182.9727321673,873.3680570744,1037.7666352444,291.4161399688,486.985543802,442.8381397701,253.6112240726
